VSSL_INNB,CLSGN,VSSL_NO,IMO_NO,MMSI_NO,BEF_VSSL_NO,BEF_CLSGN,PRT_AG_CD,SATMNT_ENTRPS_CD,SAVE_TP,VSSL_KND_CD,VSSL_KOR_NM,VSSL_ENG_NM,VSSL_NLTY_CD,SHIPNG_NAT_CD,SHIPNG_PRT_CD,OPRTR_NLTY_CD,OPRTR_ENTRPS_CD,SHPWNR_NLTY_CD,SHPWNR_ENTRPS_CD,TON_EDYC_SE,INTRL_GRTG,GRTG,NTNG,CMDTY_WT_TON,VSSL_TOT_LT,SHDTH,VSSL_DRFT,VSSL_LT,VSSL_DP,BRBT_SE,IBOBPRT_SE,NVG_SHAP_CD,ERSR_RESN_CD,VSSL_CNSTR_DT,ORGINL_CMPRSN_DT,ISSC_DSPTH_DTLS,ISSC_APRTF_CECK_DTLS,ISSC_CNFIRM_DT,ISSC_PRT_CD,VSSL_TELNO_1,VSSL_TELNO_2,VSSL_TELNO_3,XCSSHP_AT,OKR_DPLC_HULL_AT,SBT_YN,REMARK,SATMNT_DT,USE_YN,RDCSHP_RESN,RDCSHP_DE,HARBOR_TNSPOT_SE,STDR_INSTT_HRSPW,USER_INSRNC_EXPRTN_DE,VSSL_INSRNC_EXPRTN_DE,CREW_INSRNC_EXPRTN_DE,POSESN_SE,HOLD_SE,CHARTSP_BEGIN_DE,CHARTSP_END_DE,LDADNG_CPCTY,ACQS_DE,RGSTR_ID,REGIST_DT,UPDUSR_ID,UPDT_DT,ROW_STTUS_CD,TELNO_RM,REQST_NO,NWSHIP_TKOFF_AT,OIL_INSRNC_BEGIN_DE,OIL_INSRNC_END_DE,RGSTR_SE,SATMNT_ENTRPS_U_CD,SUB_INST_YN,LDADNG_TEU,RE_SATMNT_REQST_YN,RE_SATMNT_REQST_RESN
9282963,V7IG8,,9282962,538005938,,,20,KMC0155,3,41,TIANJIN BRIDGE,TIANJIN BRIDGE,MH,MH,MAJ,DK,,,,1,"54,592","54,592","34,532","66,983",284,32,10,284,18,,1,1,,1/12/2004 0:00,,,,,,1098165350,1090199039,,,N,N,170911대리점변경,9/25/2019 11:14,Y,,,,,,,,,,,,,,bpa020,9/11/2017 15:07,bpa063004-IHS,10/27/2020 15:31,A,,55434,,,,,,,"5,043",,
MZFC6,V7FQ3,,9189342,538006111,,MZFC6,20,KMC0155,3,41,TASMAN,TASMAN,MH,MH,MAJ,DK,,,,1,"66,526","66,526","29,460","67,902",265,40,14,265,22,,1,1,,1/1/1999 0:00,,,,10/2/2006 0:00,20,1098165350,514692281,,,N,N,"181108 만재흘수,선주국적,운영자국적,대리점 변경",2/25/2020 9:40,Y,,,,,,,,,,,,,,bpa020,7/12/2016 17:51,vtms,4/16/2021 10:44,A,,58645,,,,,,,"5,936",,
9623855,V7KD2,,9623855,538006141,,,20,KMC0155,3,41,SEAMAX STAMFORD,SEAMAX STAMFORD,MH,MH,MAJ,KR,,,,1,"47,911","47,911","20,910","55,937",241,37,13,241,20,,1,1,,3/24/2014 0:00,1/30/2015 0:00,,,,,,514105657,,,,N,150120신규,1/20/2015 0:00,Y,,,,,,,,,,,,,,sima3116,1/30/2015 10:50,sima3116-IHS,10/27/2020 15:31,A,,,,,,,,,"4,896",,
A8GP7,V7MM4,,9315886,538006384,,A8GP7,30,KMC0123,3,41,HAYLING ISLAND,HAYLING ISLAND,MH,MH,MAJ,SG,KMC0123,MH,,1,"28,927","28,927","15,033","39,187",222,30,12,212,17,,1,1,,7/4/2005 0:00,,,,6/20/2006 0:00,622,328857701,517977404,,,N,N,"151102 호출부호,선명,국적,선적항,운항형태,나용 변경//톤수변경060426",2/1/2021 9:34,Y,,,,,,,,,,,,,,bpa020,11/2/2015 10:33,icpa11019011,4/28/2021 12:03,A,,65188,,,,,,,"2,824",,
3EPF4,V7PS7,,9347554,538007480,,3EPF4,20,KMS8802,3,41,HYUNDAI FAITH,HYUNDAI FAITH,MH,MH,MAJ,KR,KMS8802,MH,,1,"95,681","95,681","51,638","98,967",323,46,15,323,25,9,1,1,,1/17/2008 0:00,,,,,,1073026210,1029675171,,,N,N,,6/10/2020 17:04,Y,,,,,,,,,,,,,,rrcho4479,6/30/2017 17:26,vtms,4/22/2021 15:10,A,,60707,,,,,,,"8,566",,
3EKO6,V7PX6,,9330719,538007483,,3EKO6,20,KMS8802,3,41,HYUNDAI UNITY,HYUNDAI UNITY,MH,MH,MAJ,US,KMS8802,US,KMS8802,1,"52,581","52,581","31,157","63,439",284,32,10,284,18,9,1,2,,5/14/2007 0:00,3/3/2010 0:00,,,,,,1088607463,,,,N,170816 호출부호변경,8/15/2017 0:00,Y,,,,,,,,,,,,,,bpa020,8/16/2017 16:16,icpa11019011,5/3/2021 23:03,A,,,,,,,,,"4,571",,
3EKX2,V7QC3,,9330721,538007484,,3EKX2,20,KMS8802,3,41,HYUNDAI GRACE,HYUNDAI GRACE,MH,MH,MAJ,KR,,KR,,1,"52,581","52,581","31,157","63,439",284,18,14,116,18,1,1,2,,5/16/2007 0:00,,,,,,,1073026210,,,,N,170602  선명 호출부호 변경,6/2/2017 0:00,Y,,,,,,,,,,,,,,bpa020,6/2/2017 13:20,vtms,4/23/2021 10:21,A,,,,,,,,,"4,571",,
9334143,V7VR3,,9334143,538007628,,,20,KMS8802,1,41,NAVIOS AMARANTH,NAVIOS AMARANTH,MH,MH,MAJ,MH,,,KMS8802,1,"39,906","39,906","24,504","50,661",261,32,13,247,19,9,1,1,,1/1/2006 0:00,11/21/2017 0:00,,,,,1073026210,1022070185,,,N,N,190228 나용구분/대리점 변경,2/27/2019 0:00,Y,,,,,,,,,,,,,,bjkim4478,11/21/2017 16:36,bpa161006-IHS,10/27/2020 15:35,A,,51041,,,,,,,"4,250",,
9293777,V7PT5,,9293777,538007675,,,20,KMC0326,3,41,SEAMAX NEW HAVEN,SEAMAX NEW HAVEN,MH,MH,MAJ,CH,KMC0326,MH,,1,"90,449","90,449","59,328","100,887",334,43,13,320,21,,1,1,,3/21/2005 0:00,12/8/2017 0:00,,,,,1045657192,1028417027,,,N,N,,5/27/2019 10:11,Y,,,,,,,,,,,,,,bpa020,12/11/2017 16:47,vtms,5/3/2021 14:21,A,,52685,,,,,,,"8,084",,
A8IE6,V7EP2,,9305491,538007698,,A8IE6,20,KMC0326,1,41,SEAMAX STRATFORD,SEAMAX STRATFORD,MH,MH,MAJ,CH,,LR,KMC0326,1,"91,649","91,649","56,693","101,496",334,43,15,321,20,,1,1,,5/20/2006 0:00,,,,,,1045657192,1094502281,,,N,N,"180628 만재흘수,길이,운영자국적,대리점변경/0214 순톤수,호출부호,선명변경",4/9/2019 10:06,Y,,,,,,,,,,,,,,bpa020,2/14/2018 14:23,bpa161006-IHS,10/27/2020 15:31,A,,51769,,,,,,,"8,533",,
A8IN6,V7HK7,,9315836,538007801,,A8FU8,20,ICC2115,1,41,NASIA,NASIA,MH,MH,MAJ,SG,,MH,,1,"28,927","28,927","15,033","39,275",222,30,9,212,17,,1,1,,1/1/2005 0:00,3/17/2014 0:00,,,,,1058514091,4105657,,3,N,N,"180425 호출부호,선명,선박국적,선적항,순톤수,총길이,만재흘수,깊이,선주국적 변경/140305선명변경",7/7/2020 15:35,Y,,,,,,,,,,,,,,joon5617,3/19/2014 12:12,bpa161006-IHS,10/27/2020 15:32,A,,61264,,,,,,,"2,824",,
9717228,V7XE5,,9717228,538008133,,OXST2,20,KMC0155,3,41,CAP SAN VINCENT,CAP SAN VINCENT,MH,MH,MAJ,DK,,,KMC0155,1,"118,615","118,615","53,419","123,383",318,48,14,318,22,,1,1,,3/24/2015 0:00,,,,,,1098165350,1042796350,,,N,N,"181108 호출부호,선박국적,선적항 변경/180813 대리점변경/180511 호출부호,선박국적,선적항 변경",11/8/2018 0:00,Y,,,,,,,,,,,,,,bpa020,1/20/2016 16:44,vtms,2/28/2021 8:42,A,,49158,,,,,,,"10,600",,
9717216,V7XV9,,9717216,538008134,,OXFH2,20,KMC0155,1,41,CAP SAN LAZARO,CAP SAN LAZARO,MH,MH,MAJ,DK,,,,1,"118,615","118,615","53,419","123,205",318,48,14,318,22,,1,1,,3/30/2015 0:00,,,,,,1098165350,556824405,,,N,N,"181120 호출부호,선박국적,선적항 변경/180802 선적항,총길이,대리점,운항형태 변경/180508호출부호국적대리점 변경",4/8/2019 17:18,Y,,,,,,,,,,,,,,bpa020,1/20/2016 16:44,bpa161006-IHS,10/27/2020 15:35,A,,51763,,,,,,,"10,600",,
3EAU3,V7A2508,,9293442,538008556,,3EAU3,20,KMC0155,3,41,BALTIC EAST,BALTIC EAST,MH,MH,MAJ,DK,,,,1,"54,519","54,519","22,921","64,989",284,32,9,284,22,,1,1,,1/1/2004 0:00,,,,,,1098165350,,,,N,N,120709 대리점변경,7/19/2019 11:06,Y,,,,,,,,,,,,,,lmk0123,3/31/2014 23:46,KLTAWNE0-IHS,10/27/2020 15:31,A,,54155,,,,,,,"4,738",,
A8GU6,V7A2549,,9295414,538008593,,A8GU6,20,KMC0155,3,41,GH LEVANT,GH LEVANT,MH,MH,MAJ,DK,,,,1,"41,359","41,359","23,584","52,863",253,32,13,253,17,,1,1,,3/7/2005 0:00,,,,,,1098165350,1045657192,,,N,N,"151020 선명,선주,운영자국적,대리점 변경// 나용구분변경0605",9/16/2019 13:43,Y,,,,,,,,,,,,,,bpa020,10/20/2015 10:11,vtms,12/4/2020 8:45,A,,55249,,,,,,,"4,132",,
9464716,V7TC4,,9464716,538090522,,V7QC7,20,KMC0155,3,41,ALS CERES,ALS CERES,MH,MH,MAJ,DK,,,,1,"42,110","42,110","25,378","54,308",247,32,13,247,16,,1,1,,4/12/2010 0:00,,,,,,1098165350,1090199039,,,N,N,"171013 선명,운영자코드변경",6/3/2020 16:22,Y,,,,,,,,,,,,,,bpa020,10/13/2017 15:10,ywhyun,4/8/2021 11:59,A,,60564,,,,,,,"4,380",,
A8JS7,9V5240,,9289922,563000400,,A8JS7,20,KMC0155,3,41,MAERSK SANA,MAERSK SANA,SG,SG,SIN,DK,,,,1,"93,511","93,511","53,968","102,861",322,43,12,322,21,,1,1,,6/9/2006 0:00,,,,,,1098165350,1094502281,,,N,N,,6/25/2020 13:35,Y,,,,,,,,,,,,,,bpa020,9/23/2016 13:12,vtms-IHS,10/27/2020 15:39,A,,61024,,,,,,,"8,450",,
9289958,9V5241,,9289958,563000500,,D5DK8,20,KMC0155,3,41,MAERSK SYDNEY,MAERSK SYDNEY,SG,SG,SIN,DK,,,,1,"93,511","93,511","53,968","102,861",322,43,15,322,21,,1,1,,11/22/2004 0:00,10/1/2013 0:00,,,,,1098165350,1094502281,,,N,N,,6/3/2019 9:45,Y,,,,,,,,,,,,,,bpa020,3/6/2017 10:19,bpa161006-IHS,10/27/2020 15:39,A,,53004,,,,,,,"8,450",,
9308649,9V5242,,9308649,563000600,,A8LW6,20,KMC0155,3,41,MAERSK SINGAPORE,MAERSK SINGAPORE,SG,SG,SIN,DK,,,,1,"93,511","93,511","54,146","102,861",322,43,15,322,21,,1,1,,12/18/2006 0:00,7/19/2011 0:00,,,,,1098165350,1094502281,,,N,N,160921 호출부호 변경,5/7/2019 9:24,Y,,,,,,,,,,,,,,bpa020,12/28/2016 17:48,vtms,3/29/2021 7:36,A,,52298,,,,,,,"8,466",,
A8JK7,9V5245,,9289934,563000900,,A8JK7,20,KMC0155,3,41,MAERSK SANTANA,MAERSK SANTANA,SG,SG,SIN,DK,,,,1,"93,511","93,511","53,968","102,861",322,43,13,322,21,,1,1,,4/26/2004 0:00,,,,,,1098165350,1094502281,,,N,N,,1/13/2020 13:17,Y,,,,,,,,,,,,,,bpa020,10/13/2016 14:16,bpa161006-IHS,10/27/2020 15:39,A,,57756,,,,,,,"8,450",,
A8LW7,9V5247,,9308637,563001200,,LXNQ,20,KMC0155,3,41,MAERSK SOFIA,MAERSK SOFIA,SG,SG,SIN,DK,,,,1,"93,511","93,511","54,146","102,861",322,43,14,322,21,,1,1,,10/17/2006 0:00,3/11/2014 0:00,,,,,1098165350,1094502281,,,N,N,"161004 호출부호,선명,선적항 변경",2/3/2020 15:32,Y,,,,,,,,,,,,,,bpa020,10/4/2016 9:19,bpa161006-IHS,10/27/2020 15:39,A,,58185,,,,,,,"8,466",,
9726671,9V5223,,9726671,563001700,,V7PB9,20,KMC0155,3,41,MAERSK STADELHORN,MAERSK STADELHORN,SG,SG,SIN,DK,,,,1,"94,730","94,730","52,150","117,172",289,48,15,289,21,,1,1,,5/4/2015 0:00,,,,,,1098165350,556816181,,,N,N,"151211운항형태/선박명(일시)변경, 선박종류변경(울),선명,선사,선박종류변경",9/25/2019 11:10,Y,,,,,,,,,,,,,,bpa020,12/11/2015 15:46,vtms-IHS,10/27/2020 15:39,A,,55433,,,,,,,"9,962",,
9725718,9V5256,,9725718,563002100,,V7PC2,20,KMC0155,3,41,MAERSK SIRAC,MAERSK SIRAC,SG,SG,SIN,DK,,,,1,"95,205","95,205","52,150","117,175",289,48,15,289,21,,1,1,,3/30/2015 0:00,,,,,,1098165350,1094502281,,,N,N,,8/11/2020 10:08,Y,,,,,,,,,,,,,,bpa020,1/24/2017 16:31,vtms,4/15/2021 14:57,A,,61883,,,,,,,"9,962",,
9697428,9V5283,,9697428,563004200,,V7KH5,20,KMC0155,3,41,DALI,DALI,SG,SG,SIN,DK,,,,1,"95,128","95,128","52,150","116,851",289,48,15,289,21,,1,1,,1/1/2014 0:00,,,,,,1098165350,514692281,,,N,N,"150527 대리점, 선종 변경 150302선종,대리점변경/신조선신규등록(울)",3/5/2021 16:05,Y,,,,,,,,,,,,,,bpa020,5/27/2015 10:53,ipsae,5/4/2021 5:57,A,,65783,,,,,,,"9,962",,
9611058,9V5023,,9611058,563004600,,,20,ICC2115,3,41,KALAMAZOO,KALAMAZOO,SG,SG,SIN,SG,,SG,,1,"9,743","9,743","4,679","12,593",143,23,7,143,11,,1,1,,7/11/2011 0:00,3/19/2018 10:39,,,,,519998622,20559525,,,N,,,10/2/2019 9:48,,,,,,,,,,,,,,,jeayah,3/19/2018 10:39,vtms,4/7/2021 17:48,A,,55576,,,,,,,"1,042",,
9726669,9V5255,,9726669,563006800,,V7PB8,20,KMC0155,3,41,MAERSK SHAMS,MAERSK SHAMS,SG,SG,SIN,DK,,,,1,"95,205","95,205","52,150","117,176",289,48,15,289,21,,1,1,,6/1/2015 0:00,,,,,,1098165350,1090199039,,,N,N,"호출부호,선적항,만재흘수 변경",9/7/2020 10:15,Y,,,,,,,,,,,,,,bpa020,10/5/2017 15:33,vtms,3/21/2021 8:01,A,,62353,,,,,,,"9,962",,
A8HU8,9V5632,,9306550,563032900,,A8LK3,620,KMC0155,3,41,MAERSK SEOUL,MAERSK SEOUL,SG,SG,SIN,DK,,,,1,"94,483","94,483","58,574","113,889",318,43,15,318,20,,1,1,,6/12/2006 0:00,12/19/2011 0:00,,,,,1098165350,1071698767,,N,N,N,111205 호출부호/운항,1/27/2021 15:21,Y,,,,,,,,,,,,,,ch12054,3/13/2018 19:26,vtms,3/29/2021 14:09,A,,65123,,,,,,,"8,401",,
9699206,9V2089,,9699206,563052800,,D5GN6,20,KMC0155,1,41,SAN VICENTE,SAN VICENTE,SG,SG,SIN,DK,,,,1,"94,930","94,930","58,464","112,224",289,48,15,289,21,,1,1,,9/24/2014 0:00,,,,,,1098165350,1094502281,,,N,N,"180717 운영자국적,대리점변경/180417 호출부호,선박국적 변경",7/17/2018 0:00,Y,,,,,,,,,,,,,,bpa020,1/20/2016 16:46,bpa163009-IHS,10/27/2020 15:37,A,,47194,,,,,,,"9,034",,
VQBW2,9V6210,,9235543,563076200,,OWNT2,20,KMC0155,3,41,MAERSK GATESHEAD,MAERSK GATESHEAD,SG,SG,SIN,DK,,,,1,"50,686","50,686","29,558","61,609",278,32,14,278,19,,1,1,,3/1/2002 0:00,,,,,,1098165350,1094502281,,,N,N,,5/14/2019 12:13,Y,,,,,,,,,,,,,,bpa020,11/9/2016 17:40,bpa181019-IHS,10/27/2020 15:36,A,,52458,,,,,,,"4,544",,
OZYB2,9V6204,,9219795,563084300,,OZYB2,20,KMC0155,3,41,CARSTEN MAERSK,CARSTEN MAERSK,SG,SG,SIN,DK,,,,1,"92,198","92,198","53,625","110,387",333,43,15,333,21,,1,1,,7/11/2000 0:00,,,,,,1098165350,,,,N,N,180427 순톤수 변경/120106 선종 변경,6/25/2019 13:18,Y,,,,,,,,,,,,,,skryoo,1/7/2013 12:07,vtms,4/21/2021 6:12,A,,53619,,,,,,,"9,578",,
OZZB2,9V6205,,9219800,563084400,,OZZB2,20,KMC0155,3,41,CHASTINE MAERSK,CHASTINE MAERSK,SG,SG,SIN,DK,,,,1,"92,198","92,198","53,625","110,387",332,43,15,332,21,,1,1,,10/8/2000 0:00,1/5/2015 0:00,,,,,1098165350,,,,N,N,"141222총톤수,순톤수,운항형태변경",8/13/2019 16:25,Y,,,,,,,,,,,,,,sima3116,1/5/2015 15:13,vtms,2/28/2021 22:19,A,051-410-5771 한국 머스크 ,54667,,,,,,,"9,578",,
OYTN2,9V6207,,9198587,563084500,,OYTN2,20,KMC0155,3,41,CORNELIUS MAERSK,CORNELIUS MAERSK,SG,SG,SIN,DK,,,,1,"92,198","92,198","53,625","110,387",332,43,15,332,21,,1,1,,9/13/1999 0:00,7/1/2014 0:00,,,,,1098165350,1094502281,,,N,N,"140626총톤수,순톤수변경",8/20/2019 15:55,Y,,,,,,,,,,,,,,sima3116,7/1/2014 15:24,vtms,3/18/2021 12:07,A,,54787,,,,,,,"9,578",,
OZWA2,9V6220,,9214903,563084600,,OZWA2,20,KMC0155,3,41,CAROLINE MAERSK,CAROLINE MAERSK,SG,SG,SIN,DK,,,,1,"92,198","92,198","53,625","110,387",332,43,15,332,21,,1,1,,3/29/2000 0:00,10/2/2014 0:00,,,,,1098165350,,,3,N,N,130503톤수수정,6/20/2019 16:03,Y,,,,,,,,,,,,,,sima3116,10/2/2014 10:02,vtms,3/20/2021 7:31,A,,53518,,,,,,,"9,578",,
OVYQ2,9V6218,,9214898,563084700,,OVYQ2,20,KMC0155,3,41,A.P. MOLLER,A.P. MOLLER,SG,SG,SIN,DK,,,,1,"92,198","92,198","53,625","110,387",332,43,12,332,21,,1,1,,11/26/1999 0:00,6/16/2014 0:00,,,,,1098165350,4105657,,,N,N,"140606총톤수,순톤수변경 나용구분변경0125",7/12/2019 16:37,Y,,,,,,,,,,,,,,sima3116,6/16/2014 16:16,vtms,4/3/2021 6:07,A,,54023,,,,,,,"9,578",,
A8SI4,9V6458,,9398436,563090200,,A8SI4,20,KMC0155,3,41,MAERSK YUKON,MAERSK YUKON,SG,SG,SIN,DK,,,,1,"114,044","114,044","58,784","116,440",337,46,15,337,23,,1,1,,1/12/2009 0:00,,,,,,1098165350,,,,N,,,9/17/2020 15:47,Y,,,,,,,,,,,,,,lmk0123,3/31/2014 7:51,vtms,3/13/2021 23:59,A,,62597,,,,,,,"10,062",,
V7HB6,V7HB6,,9290452,563102800,,,20,KMS8802,3,41,OCTAVIA,OCTAVIA,MH,MH,MAJ,DK,,,,1,"53,807","53,807","32,867","66,501",284,32,14,284,19,9,1,1,,12/21/2004 0:00,,,,7/25/2009 0:00,20,1073026210,6608825,,,N,N,140827대리점변경 대리점변경1229,12/31/2019 14:52,Y,,,,,,,,,,,,,,sima3116,8/27/2014 13:22,bpa161006-IHS,10/27/2020 15:33,A,,57476,,,,,,,"5,117",,
9665671,9V2333,,9665671,563471000,,,20,ICC2115,3,41,CLEMENS SCHULTE,CLEMENS SCHULTE,SG,SG,ZZZ,SG,,SG,,1,"51,872","51,872","29,415","65,193",245,37,14,245,18,,1,1,,12/20/2013 0:00,,,,,,1065805891,1082425032,,,N,N,170309나용구분변경,10/19/2020 11:31,Y,,,,,,,,,,,,,,bpa020,3/9/2017 14:16,vtms,4/10/2021 8:05,A,,63223,,,,,,,"5,466",,
9665669,9V2332,,9665669,563479000,,,20,ICC2115,3,41,CHRISTA SCHULTE,CHRISTA SCHULTE,SG,SG,SIN,SG,,,,1,"51,872","51,872","29,415","65,099",255,37,11,255,22,,1,1,,6/7/2013 0:00,3/11/2016 16:16,,,,,1058514091,514692281,,,N,,,5/7/2020 15:27,,,,,,,,,,,,,,,bpa020,3/11/2016 16:16,bpa191003-IHS,10/27/2020 15:36,A,,60049,,,,,,,"5,466",,
9665683,9V2334,,9665683,563487000,,,20,KMS8832,3,41,CARL SCHULTE,CARL SCHULTE,SG,SG,SIN,CN,,,,1,"51,872","51,872","29,415","65,072",255,37,9,245,18,3,1,1,,1/1/2014 0:00,5/4/2015 0:00,,,,,1082425032,51,,,N,N,150427신규,1/6/2020 16:35,Y,,,,,,,,,,,,,,sima3116,5/4/2015 10:15,bpa444,3/23/2021 20:15,A,,57608,,,,,,,"5,466",,
MLXD5,9V3588,,9305300,563757000,,MLXD5,20,KMC0155,3,41,MAERSK UTAH,MAERSK UTAH,SG,SG,SIN,DK,,SG,,1,"50,686","50,686","29,491","61,454",278,32,14,278,19,,1,1,,12/1/2005 0:00,,,,,,1098165350,1090199039,,,N,N,170904 운항형태변경,4/18/2019 14:09,Y,,,,,,,,,,,,,,bpa020,9/4/2017 14:27,bpa161006-IHS,10/27/2020 15:40,A,,51951,,,,,,,"4,650",,
9240429,9VBE5,,9240469,564341000,,,20,ICZ0830,3,41,NITHI BHUM,NITHI BHUM,SG,SG,SIN,KR,OSL0038,SG,,1,"9,661","9,661","4,207","11,655",134,25,8,130,11,3,1,1,,1/1/2001 0:00,2/25/2014 0:00,,,,,1035973326,1035965258,,,N,N,,1/4/2017 10:17,Y,,,,,,,,,,,,,,bpa020,1/4/2017 10:23,vtms,5/5/2021 22:08,A,,,,,,,,,928,,
9240457,9VBE4,,9240457,564354000,,,31,OSL0038,3,41,METHI BHUM,METHI BHUM,SG,KR,PTK,KR,,,,1,"9,661","9,661","4,207","11,655",137,25,8,130,11,3,1,1,,4/18/2001 0:00,7/14/2016 13:04,,,,,,1053337943,,,,,,7/14/2016 11:20,,,,,,,,,,,,,,,leeje1115,7/14/2016 13:04,ipsae,5/2/2021 16:38,A,,,,,,,,,928,,
9196955,9V7962,,9196955,564442000,,,20,KMC0123,3,41,EVER ULYSSES,EVER ULYSSES,SG,SG,SIN,SG,,TW,,1,"69,246","69,246","30,235","63,216",285,40,13,270,20,,1,1,,12/2/1999 0:00,7/13/2012 0:00,,,,,,,,,,N,120709 신규,7/9/2012 0:00,Y,,,,,,,,,,,,,,bpa111,3/16/2014 0:08,vtms,3/25/2021 6:07,A,,,,,,,,,"5,652",,
9694579,9V3736,,9694579,564726000,,,20,KMC0155,1,41,MAERSK DANUBE,MAERSK DANUBE,SG,SG,SIN,DK,,,,1,"51,872","51,872","29,415","65,223",245,37,14,245,18,,1,1,,1/1/2014 0:00,5/2/2019 17:48,,,,,1098165350,,,,N,,,5/2/2019 17:44,Y,,,,,,,,,,,,,,bpa161006,5/2/2019 17:48,bpa161006-IHS,10/27/2020 15:39,,,52245,,,,,,,"5,466",,
3FMZ7,9V7951,,9134232,565106000,,3FMZ7,20,KMC0123,3,41,EVER DAINTY,EVER DAINTY,PA,PA,ZZZ,TW,,TW,,1,"52,090","52,090","25,904","55,604",297,32,13,282,18,,1,1,,1/27/1997 0:00,2/20/2012 0:00,,,,,,1067768680,,3,,N,120214 호출부호 변경,10/13/1997 0:00,Y,,,,,,,,,,,,,,bpa222,3/14/2013 9:37,bpa222-IHS,10/27/2020 15:39,A,,,,,,,,,"4,211",,
9694581,9V3735,,9694581,565196000,,,20,KMC0155,3,41,MAERSK GANGES,MAERSK GANGES,SG,SG,SIN,SG,,,,1,"51,872","51,872","29,415","65,223",245,37,13,245,18,,1,1,,2/19/2014 0:00,5/19/2017 0:00,,,,,1098165350,1094502281,,,N,N,170519 신규등록,5/21/2019 17:03,Y,,,,,,,,,,,,,,bpa020,5/19/2017 18:39,bpa161006-IHS,10/27/2020 15:39,A,,52582,,,,,,,"5,466",,
ZQAY4,9V3820,,9193276,565253000,,ZQAY4,20,KMC0155,3,41,GRASMERE MAERSK,GRASMERE MAERSK,SG,SG,SIN,DK,,,,1,"50,698","50,698","29,707","62,007",278,32,14,278,19,,1,1,,11/1/1999 0:00,,,,,,1098165350,514692281,,,N,N,"160229 길이,선박국적 변경",10/7/2020 11:48,Y,,,,,,,,,,,,,,bpa020,2/29/2016 11:21,vtms,3/24/2021 11:54,A,,63013,,,,,,,"4,658",,
S6CH6,S6CH6,,9315252,565485000,,,20,KMC0155,3,41,MAERSK SEMAKAU,MAERSK SEMAKAU,SG,SG,SIN,KR,,KR,KMC0155,1,"79,702","79,702","46,051","87,621",309,40,15,309,20,,1,1,,1/1/2000 0:00,8/21/2014 0:00,,,,,1094502281,617975121,,,N,N,대리점8.14 160202순톤수 변경,8/14/2007 0:00,Y,,,,,,,,,,,,,,bpa020,2/2/2016 11:34,vtms,3/21/2021 13:58,A,,,,,,,,,"6,648",,
9365685,S6BK9,,9365685,565615000,,,20,KMC0861,3,41,NAWATA BHUM,NAWATA BHUM,SG,SG,SIN,KR,,,,1,"9,917","9,917","5,105","13,852",148,23,8,141,12,,1,1,,1/1/2008 0:00,,,,,,1089492642,1068067238,,,N,N,180124대리점변경,7/22/2020 9:51,Y,,,,,,,,,,,,,,bpa020,1/24/2018 11:54,KLCJBVE0-IHS,10/27/2020 15:32,A,,61528,,,,,,,"1,108",,
9VFV4,9VFV4,,9334674,565762000,,,20,KMC0155,3,41,MAERSK TAURUS,MAERSK TAURUS,SG,SG,SIN,DK,,,,1,"94,193","94,193","57,008","113,478",320,43,15,320,20,,1,1,,10/8/2007 0:00,,,,,,1098165350,1090199039,,N,N,N,171119 선적항 변경,8/19/2019 14:40,Y,,,,,,,,,,,,,,bpa020,11/20/2017 8:55,vtms,4/29/2021 9:45,A,,54766,,,,,,,"8,112",,
VRDR2,9V5003,,9343077,565936000,,VRDR2,20,KMC0155,3,41,MAERSK JABAL,MAERSK JABAL,SG,SG,SIN,DK,,,KMC0155,1,"27,910","27,910","14,007","39,479",212,30,12,212,17,,1,1,,2/14/2008 0:00,,,,,,,1098165350,,N,N,N,"180817 호출부호,선명,선박국적,선적항,총길이,운영자국적,대리점,운항형태 변경",8/17/2018 0:00,Y,,,,,,,,,,,,,,joon5617,4/6/2014 10:37,vtms,4/29/2021 19:26,A,051-469-2281대리점20.0824,47756,,,,,,,"2,824",,
9526942,9V9763,,9526942,566338000,,,20,KMC0155,3,41,MAERSK LAGUNA,MAERSK LAGUNA,SG,SG,SIN,DK,,,,1,"89,174","89,174","51,991","106,043",289,45,15,289,19,,1,1,,8/1/2011 0:00,,,,,,,1026810598,,,N,N,,4/10/2020 16:35,Y,,,,,,,,,,,,,,bpa020,3/10/2016 16:32,vtms,4/30/2021 6:13,A,20.04.14 업데이트 완료,59555,,,,,,,"8,700",,
9526966,9V9778,,9526966,566405000,,,20,KMC0155,3,41,MAERSK LEON,MAERSK LEON,SG,SG,SIN,DK,,,,1,"90,107","90,107","48,488","99,858",289,45,14,289,19,,1,1,,9/19/2011 0:00,,,,,,1098165350,,,,N,N,,8/24/2020 14:00,Y,,,,,,,,,,,,,,lmk0123,3/20/2014 22:54,vtms,3/2/2021 11:28,A,,62128,,,,,,,"8,700",,
HSB3402,HSB3402,,9308675,567318000,,9VGH3,30,ICC2057,3,41,XUTRA BHUM,XUTRA BHUM,TH,TH,BKK,SG,,,,1,"24,181","24,181","9,737","30,832",195,31,11,187,17,,1,1,,5/12/2005 0:00,,,,,,328857701,,,,N,,"호출부호,국적변경",10/5/2020 15:11,Y,,,,,,,,,,,,,,SIMA3116,6/7/2007 17:50,icpa11019011,4/22/2021 13:28,A,,62955,,,,,,,"2,378",,
